# Program:featureCounts v1.4.6-p3; Command:"./subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379721" "SRR10379722" "SRR10379723" "SRR10379724" "SRR10379725" "SRR10379726" 
Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_00945	3636	3198	2790	3903	6290	1154
gene-SAOUHSC_00946	6153	5052	4742	7491	8817	1212
gene-SAOUHSC_00947	11155	8697	7362	13964	13800	1617
gene-SAOUHSC_00948	4052	3313	2962	12196	12179	681
gene-SAOUHSC_00949	1119	1148	726	17341	19955	2329
gene-SAOUHSC_00950	846	729	626	2369	2413	257
gene-SAOUHSC_00951	9987	7090	6452	13990	15292	1083
gene-SAOUHSC_00952	6782	4457	4537	3499	3109	278
gene-SAOUHSC_00953	7415	5459	4960	5952	6899	629
gene-SAOUHSC_00954	5007	4137	3992	4832	6208	1668
gene-SAOUHSC_00955	920	635	928	753	1432	199
gene-SAOUHSC_00956	11046	8140	9584	7731	9902	2202
gene-SAOUHSC_00957	3831	3419	2436	8413	6987	4118
gene-SAOUHSC_00958	2680	2000	2046	2191	3043	262
gene-SAOUHSC_00959	7426	5489	6069	4632	5718	545
gene-SAOUHSC_00960	3012	1987	2077	4383	4807	726
gene-SAOUHSC_T00049	275	213	108	163	11	304
gene-SAOUHSC_T0008	298	237	283	111	46	74
gene-SAOUHSC_00961	15738	9755	17190	538	557	54
gene-SAOUHSC_00962	2844	3017	1636	40355	64057	13465
gene-SAOUHSC_00963	1598	1314	1007	2441	3614	268
gene-SAOUHSC_00964	1832	1604	1295	2169	2364	81
gene-SAOUHSC_00965	6259	4493	5094	7908	6150	685
gene-SAOUHSC_00966	2447	2125	1168	2260	806	1533
gene-SAOUHSC_00967	12	20	16	7	15	1
gene-SAOUHSC_00968	413	260	309	937	958	121
gene-SAOUHSC_00969	223	131	203	222	288	26
gene-SAOUHSC_00970	592	395	432	406	303	49
gene-SAOUHSC_00971	1001	532	1011	1022	288	43
gene-SAOUHSC_00972	114	77	83	382	365	21
gene-SAOUHSC_00973	364	250	337	980	811	76
gene-SAOUHSC_00974	2205	1412	1499	1622	1755	90
gene-SAOUHSC_00975	855	578	568	4140	3576	105
gene-SAOUHSC_00976	1228	1013	1062	321	292	59
gene-SAOUHSC_00977	499	489	277	2330	2826	210
gene-SAOUHSC_00978	87	77	73	160	127	8
gene-SAOUHSC_00979	438	302	296	653	710	66
gene-SAOUHSC_00980	8408	5243	6914	4299	4702	526
gene-SAOUHSC_00981	337	250	186	153	112	20
gene-SAOUHSC_00982	2756	1882	1693	1394	1529	128
gene-SAOUHSC_00983	7559	5600	4228	6797	8677	2107
gene-SAOUHSC_00984	4921	3288	3083	3680	4221	658
gene-SAOUHSC_00985	12085	9486	6950	11665	11491	3672
gene-SAOUHSC_00986	2089	1082	1808	327	444	52
gene-SAOUHSC_00987	5763	3173	5351	1007	1097	130
gene-SAOUHSC_00988	4210	2277	3978	637	683	204
gene-SAOUHSC_00989	2667	2356	1789	8728	13371	1429
gene-SAOUHSC_00991	930	671	774	1454	1262	81
gene-SAOUHSC_00992	1640	1058	1449	299	260	16
gene-SAOUHSC_00993	339	221	293	63	41	2
gene-SAOUHSC_00994	25407	23937	23958	62164	62506	18945
gene-SAOUHSC_00995	551	421	406	685	833	191
gene-SAOUHSC_00996	14182	8588	10075	7520	9170	573
gene-SAOUHSC_00997	26302	17345	19682	16141	23675	3263
gene-SAOUHSC_00998	12215	7952	11556	2056	1960	91
gene-SAOUHSC_00999	12045	11143	7193	19382	14700	2401
gene-SAOUHSC_01000	24853	23250	16720	39644	40188	10828
gene-SAOUHSC_01001	73212	72072	53963	131576	148876	56497
gene-SAOUHSC_01002	30609	31942	23069	71270	85454	18297
gene-SAOUHSC_01003	81	42	85	38	46	4
gene-SAOUHSC_01005	24303	20215	18108	9863	18084	759
gene-SAOUHSC_01007	19837	14096	13907	11982	14961	1713
gene-SAOUHSC_01008	1784	1938	1220	7004	7387	3190
gene-SAOUHSC_01009	5031	5614	3844	14328	23914	3865
gene-SAOUHSC_01010	1514	1596	1144	4099	7397	1798
gene-SAOUHSC_01011	1208	1134	884	2915	3565	459
gene-SAOUHSC_01012	3544	3517	2704	7481	13394	2257
gene-SAOUHSC_01013	19994	17809	14868	41318	42541	14856
gene-SAOUHSC_01014	21426	17484	16360	40660	45024	8943
gene-SAOUHSC_01015	17874	15324	14717	32412	41213	12011
gene-SAOUHSC_01016	11612	9658	9666	18959	29133	4551
gene-SAOUHSC_01017	34318	28793	28036	51131	75158	15894
gene-SAOUHSC_01018	50613	36900	40198	62647	70869	23303
gene-SAOUHSC_01019	2560	1544	2385	1012	1064	72
gene-SAOUHSC_01021	6518	5297	5645	4273	4516	964
gene-SAOUHSC_01022	1606	1280	1392	2304	2491	488
gene-SAOUHSC_01023	215	183	199	42	45	11
gene-SAOUHSC_01024	1469	1354	750	5111	5030	98
gene-SAOUHSC_01025	16653	15506	13527	25939	31803	5308
gene-SAOUHSC_01026	1388	1198	1008	2627	4032	528
gene-SAOUHSC_01027	7850	7273	5043	20034	14677	5883
gene-SAOUHSC_01028	10999	10832	6927	24358	19929	7244
gene-SAOUHSC_01029	83994	84378	54183	149276	131597	32754
gene-SAOUHSC_01030	559	340	375	484	336	13
gene-SAOUHSC_01031	10556	7745	6449	5298	5609	1090
gene-SAOUHSC_01032	8123	5910	4893	4329	5071	294
gene-SAOUHSC_01034	6632	5629	4012	6135	8706	2584
gene-SAOUHSC_A00992	1431	1410	901	1200	1314	401
gene-SAOUHSC_01035	25286	18037	13750	34295	30279	3179
gene-SAOUHSC_01036	1879	1297	1218	2988	4493	263
gene-SAOUHSC_01037	126	138	108	355	787	5
gene-SAOUHSC_01038	2586	1729	1595	2274	2235	315
gene-SAOUHSC_01039	3487	2171	2109	5627	6295	260
gene-SAOUHSC_01040	36740	33967	25448	33115	21669	7505
gene-SAOUHSC_01041	28849	24685	19361	26423	15083	12853
gene-SAOUHSC_01042	59206	53161	39646	55784	34775	18772
gene-SAOUHSC_01043	81787	65140	52311	80943	36976	13100
gene-SAOUHSC_01044	808	642	540	1004	1317	240
gene-SAOUHSC_01045	1398	1488	1333	1385	2251	98
gene-SAOUHSC_01046	2633	2919	2466	1948	3307	149
gene-SAOUHSC_01047	1177	1162	1184	655	1051	89
gene-SAOUHSC_01048	2524	2417	2446	1292	1848	108
gene-SAOUHSC_01049	6684	6231	5659	4984	5909	4235
gene-SAOUHSC_01050	38377	28817	30311	32272	48074	6489
gene-SAOUHSC_01051	1259	872	676	3645	5049	609
gene-SAOUHSC_01053	2098	1454	1383	2990	3990	446
gene-SAOUHSC_01054	1355	867	565	2089	2347	259
gene-SAOUHSC_01055	19669	14909	12677	8985	9252	3418
gene-SAOUHSC_01057	2178	1726	1616	2857	3314	422
gene-SAOUHSC_01058	21388	14998	17657	14543	11768	2407
gene-SAOUHSC_01060	875	744	610	1112	1236	134
gene-SAOUHSC_01061	2063	1498	1475	2591	2763	245
gene-SAOUHSC_01062	2890	2336	1944	6704	4901	349
gene-SAOUHSC_01063	4912	3524	3402	6266	7557	872
gene-SAOUHSC_01064	18684	14697	12178	53857	51889	13026
gene-SAOUHSC_01065	5561	4243	3754	7625	8584	2031
gene-SAOUHSC_01066	3834	4488	2625	9699	10767	1818
gene-SAOUHSC_01067	2914	2815	2087	6538	8476	434
gene-SAOUHSC_01068	80	60	102	236	459	35
gene-SAOUHSC_01069	3533	2886	2303	5092	6238	670
gene-SAOUHSC_01070	1905	1508	1241	2321	2576	402
gene-SAOUHSC_01071	1524	1131	863	2387	3852	672
gene-SAOUHSC_01072	489	395	265	1011	1018	35
gene-SAOUHSC_01073	587	367	386	987	1170	77
gene-SAOUHSC_01074	1282	774	976	1066	1687	372
gene-SAOUHSC_01075	2624	1560	2020	1840	2272	346
gene-SAOUHSC_01076	1193	929	786	1354	1731	128
gene-SAOUHSC_01077	38899	32688	34653	20363	18235	1621
gene-SAOUHSC_A01041	1458	1240	2117	825	2387	234
gene-SAOUHSC_01078	2678	2009	2277	1965	1271	234
gene-SAOUHSC_01079	1876	1344	1428	519	471	75
gene-SAOUHSC_01081	1028	634	588	1618	2933	407
gene-SAOUHSC_01082	279	209	187	369	419	38
gene-SAOUHSC_01084	482	284	321	359	510	17
gene-SAOUHSC_01085	421	273	251	205	252	18
gene-SAOUHSC_01086	207	127	144	109	145	17
gene-SAOUHSC_01087	91	63	70	45	50	6
gene-SAOUHSC_01088	149	85	109	77	103	13
gene-SAOUHSC_01089	151	70	113	56	103	3
gene-SAOUHSC_01090	14	5	5	7	12	0
gene-SAOUHSC_01091	2410	1825	1702	4569	4813	685
gene-SAOUHSC_01092	1066	918	682	1431	1631	420
gene-SAOUHSC_01093	5283	3766	3513	8009	10092	1610
gene-SAOUHSC_01095	744	534	428	975	1066	273
gene-SAOUHSC_01096	1519	1214	1097	1716	2074	202
gene-SAOUHSC_01097	2630	1930	1690	2192	2144	90
gene-SAOUHSC_01098	5616	4364	3167	4362	4065	334
gene-SAOUHSC_01099	10287	8408	6624	9043	8904	1514
gene-SAOUHSC_01100	9507	7680	4184	16088	13662	1384
gene-SAOUHSC_01101	186	118	131	169	215	4
gene-SAOUHSC_01102	4987	4591	3254	6544	8151	1656
gene-SAOUHSC_01103	8415	8544	5937	12832	12467	1384
gene-SAOUHSC_01104	52389	52612	37515	50041	57134	20125
gene-SAOUHSC_01105	38795	36205	27260	30401	27635	5691
gene-SAOUHSC_01106	4597	4202	2737	7480	9319	2110
gene-SAOUHSC_01107	3102	2622	1849	4346	4877	525
gene-SAOUHSC_01108	3490	3206	1990	4692	5742	286
gene-SAOUHSC_01109	1	0	2	5	2	0
gene-SAOUHSC_01110	15008	9881	7904	21245	8992	249
gene-SAOUHSC_01111	6	6	6	6	1	1
gene-SAOUHSC_01112	1661	1234	1077	1357	755	23
gene-SAOUHSC_01113	1160	712	1202	543	552	40
gene-SAOUHSC_01114	7297	5167	4302	9179	4843	462
gene-SAOUHSC_01115	4965	3201	3034	5906	3381	142
gene-SAOUHSC_01118	693	494	397	654	578	377
gene-SAOUHSC_A01079	57	51	44	36	22	9
gene-SAOUHSC_01119	238	99	155	330	212	22
gene-SAOUHSC_A01081	62	46	113	321	417	67
gene-SAOUHSC_01120	1019	784	759	1855	1788	117
gene-SAOUHSC_01121	582541	377838	420517	33205	30644	2886
gene-SAOUHSC_01122	6	5	6	2	1	0
gene-SAOUHSC_01123	2142	1480	1842	640	333	8
gene-SAOUHSC_01124	1187	821	1067	434	536	42
gene-SAOUHSC_01125	749	499	640	293	311	23
gene-SAOUHSC_01127	759	593	616	344	413	37
gene-SAOUHSC_01128	970	803	733	388	399	79
gene-SAOUHSC_01129	2084	1479	1565	567	762	168
gene-SAOUHSC_01130	4031	3296	3216	2794	4098	1465
gene-SAOUHSC_01131	854	641	718	1332	1192	42
gene-SAOUHSC_01133	769	589	602	1635	1764	216
gene-SAOUHSC_01134	119	65	62	203	234	9
gene-SAOUHSC_T0006	274	357	115	487	381	96
gene-SAOUHSC_01135	35708	13012	29621	1331	1118	155
gene-SAOUHSC_01136	56967	24881	44764	2278	875	719
gene-SAOUHSC_01137	2711	1519	2444	1090	1513	178
gene-SAOUHSC_01138	6698	4675	5277	4820	6465	356
gene-SAOUHSC_01139	1818	1169	1746	695	952	20
gene-SAOUHSC_01140	1480	1102	1275	624	589	353
gene-SAOUHSC_01141	23559	16687	21654	7078	6452	828
gene-SAOUHSC_01142	10368	9163	5864	34635	24048	3588
gene-SAOUHSC_01143	11648	10234	6779	41469	39370	13641
gene-SAOUHSC_01144	4830	3273	2928	7451	9453	970
gene-SAOUHSC_01145	15722	12213	10305	19396	15947	4250
gene-SAOUHSC_01146	1694	1443	1193	2369	1559	454
gene-SAOUHSC_01147	4254	3612	2770	6001	5594	941
gene-SAOUHSC_01148	6956	6264	5212	10272	12932	1854
gene-SAOUHSC_01149	23421	23180	16343	53202	68923	5734
gene-SAOUHSC_01150	43171	38426	28676	89422	102792	44106
gene-SAOUHSC_01152	2325	2021	1577	2927	4180	349
gene-SAOUHSC_01153	17045	14559	13837	18668	21535	1466
gene-SAOUHSC_01154	23346	22032	18164	21538	20859	6010
gene-SAOUHSC_01155	7055	5141	6709	6465	4997	520
gene-SAOUHSC_01156	7467	6458	6179	5531	7507	267
gene-SAOUHSC_01158	28719	21722	23625	20530	26955	5288
gene-SAOUHSC_01159	5442	3991	3218	7826	11403	3081
gene-SAOUHSC_01160	1421	1120	847	1952	2463	177
gene-SAOUHSC_01161	283	134	209	299	448	24
gene-SAOUHSC_01162	1488	1345	1559	1356	1900	168
gene-SAOUHSC_01163	9290	7952	8288	6219	7514	1484
gene-SAOUHSC_01164	2400	1403	1358	1919	1425	148
gene-SAOUHSC_01165	1637	1060	1137	7370	2611	140
gene-SAOUHSC_01166	1290	863	897	12101	5148	645
gene-SAOUHSC_01168	2469	1810	1784	17919	7108	1218
gene-SAOUHSC_01169	2162	1516	1490	13777	4358	323
gene-SAOUHSC_01170	7722	5078	6119	35645	17354	4130
gene-SAOUHSC_01171	1863	1307	1552	5160	3220	319
gene-SAOUHSC_01172	1908	1154	1590	4174	2202	288
gene-SAOUHSC_01173	2066	1363	1586	2525	3048	159
gene-SAOUHSC_01174	3181	2449	2255	2693	2427	640
gene-SAOUHSC_01175	10593	9129	6902	7847	6650	522
gene-SAOUHSC_01176	6174	5518	5049	19228	24576	1942
gene-SAOUHSC_01177	2507	2312	2011	5729	7073	747
gene-SAOUHSC_01178	3064	2520	2004	3008	3440	530
gene-SAOUHSC_01179	7477	5629	5356	6141	6761	1818
gene-SAOUHSC_01180	1128	849	881	510	470	25
gene-SAOUHSC_01181	5942	6394	3365	13104	15625	2046
gene-SAOUHSC_01182	2549	2056	2133	1724	2422	157
gene-SAOUHSC_01183	6789	5770	5902	4375	6469	1204
gene-SAOUHSC_01184	8827	6555	7292	5933	8136	1155
gene-SAOUHSC_01185	9037	7278	7793	6688	9339	1639
gene-SAOUHSC_01186	4693	4051	4391	3642	5792	1795
gene-SAOUHSC_01187	29403	19766	26491	11596	14458	2651
gene-SAOUHSC_01188	2845	2296	2152	3135	3526	381
gene-SAOUHSC_01189	2757	2151	2123	2512	2273	222
gene-SAOUHSC_01190	3748	2730	2995	2850	3140	500
gene-SAOUHSC_01191	81703	77596	43657	132835	107339	33131
gene-SAOUHSC_01192	5385	4579	3964	3290	3844	489
gene-SAOUHSC_01193	22108	16405	15148	13845	12648	2297
gene-SAOUHSC_01194	5090	4262	2773	7432	7109	812
gene-SAOUHSC_01196	3084	2799	1912	10202	10282	1110
gene-SAOUHSC_01197	5174	5478	3436	19000	19652	6631
gene-SAOUHSC_01198	5626	5742	3776	20852	18847	3893
gene-SAOUHSC_01199	5976	5967	3858	22228	21069	5664
gene-SAOUHSC_01200	575	573	509	2429	5773	2850
gene-SAOUHSC_01201	6024	4896	3331	27569	19450	1633
gene-SAOUHSC_01203	721	601	550	1361	1624	319
gene-SAOUHSC_01204	5089	4100	3623	5623	6462	712
gene-SAOUHSC_01205	2723	2186	2193	2700	3420	831
gene-SAOUHSC_01206	845	635	778	948	2001	95
gene-SAOUHSC_01207	11601	9418	8310	12098	14740	2226
gene-SAOUHSC_01208	15127	9677	9250	4354	5036	1149
gene-SAOUHSC_01209	2411	1706	1954	613	737	77
gene-SAOUHSC_01210	5908	4396	4758	1311	1463	417
gene-SAOUHSC_01211	119977	100173	88754	54082	17812	4321
gene-SAOUHSC_01212	58	48	48	31	20	1
gene-SAOUHSC_01213	3363	2535	2405	3371	3951	332
gene-SAOUHSC_01214	2163	1737	1504	2145	2980	394
gene-SAOUHSC_01215	3057	2299	2422	2364	3391	910
gene-SAOUHSC_01216	34933	38080	25003	29084	36404	20311
gene-SAOUHSC_01218	44986	44650	31252	29153	32947	18009
gene-SAOUHSC_01219	1608	1152	1312	389	314	41
gene-SAOUHSC_01220	1369	840	1201	381	384	26
gene-SAOUHSC_01221	294	172	225	170	180	28
gene-SAOUHSC_01222	18947	17165	16044	21615	33703	9513
gene-SAOUHSC_01223	19405	15673	16655	15349	25979	8933
gene-SAOUHSC_01224	3574	3644	2168	6913	8798	1611
gene-SAOUHSC_01225	4071	4523	2567	6527	8103	3274
gene-SAOUHSC_01226	11111	11564	7300	18254	22010	4093
gene-SAOUHSC_01228	6767	6209	4253	13405	16725	1963
gene-SAOUHSC_01230	51	40	28	59	48	14
gene-SAOUHSC_01232	281853	244663	243085	35062	27291	3690
gene-SAOUHSC_01233	11948	8174	12430	2097	2309	114
gene-SAOUHSC_01234	144345	119201	116009	35144	28719	5798
gene-SAOUHSC_01235	3798	2774	2508	2305	2319	728
gene-SAOUHSC_01236	7319	5206	5387	4069	4029	706
gene-SAOUHSC_01237	1755	1629	1459	2528	2998	251
gene-SAOUHSC_01238	2238	1816	1733	2102	1962	364
gene-SAOUHSC_01239	6111	4417	4254	6553	8444	1257
gene-SAOUHSC_01240	15138	11411	10557	17738	19582	4387
gene-SAOUHSC_01241	38039	26910	28785	18590	18367	4265
gene-SAOUHSC_01242	6781	5659	5084	2661	2926	431
gene-SAOUHSC_01243	16086	13629	11544	6859	4269	1351
gene-SAOUHSC_01244	3338	2527	2685	1562	1445	362
gene-SAOUHSC_01245	3754	3021	2922	1790	1857	383
gene-SAOUHSC_01246	51601	40451	37354	29773	25028	5630
gene-SAOUHSC_01247	8659	6958	6416	5199	6364	1322
gene-SAOUHSC_01248	1788	1681	1278	2869	3659	982
gene-SAOUHSC_01249	5309	4388	3181	6871	7031	917
gene-SAOUHSC_01250	102867	67043	78325	39023	36912	3372
gene-SAOUHSC_01251	34216	30669	26591	33484	37216	11212
gene-SAOUHSC_01252	35759	25271	24567	26393	27637	6411
gene-SAOUHSC_01253	12181	9587	7487	15033	14293	3746
gene-SAOUHSC_01254	1800	1643	1142	3033	2625	928
gene-SAOUHSC_01255	1309	889	955	632	635	64
gene-SAOUHSC_01256	2543	1937	1839	1419	1715	344
gene-SAOUHSC_01257	2118	1689	1465	1241	1247	600
gene-SAOUHSC_01258	5625	4354	4388	5336	7630	1318
gene-SAOUHSC_01259	3506	2523	2576	3112	3641	1828
gene-SAOUHSC_01260	4939	3269	3658	3960	5364	475
gene-SAOUHSC_01261	2575	1976	1840	3405	3562	331
gene-SAOUHSC_01262	71182	52177	53389	46551	37234	10894
gene-SAOUHSC_01263	121615	113956	105617	68338	67298	12532
gene-SAOUHSC_01264	1527	1251	577	1413	977	32
gene-SAOUHSC_01265	2498	2219	1682	5578	6100	1236
gene-SAOUHSC_01266	8559	7844	6311	9014	12729	2458
gene-SAOUHSC_01267	5643	4752	4303	5989	8081	2180
gene-SAOUHSC_01268	238	211	158	586	784	46
gene-SAOUHSC_01269	9441	6766	8333	10115	11579	1204
gene-SAOUHSC_01270	4321	3220	4015	3433	5808	603
gene-SAOUHSC_01271	5106	3630	4258	3706	3529	821
gene-SAOUHSC_01272	4466	3198	3052	5102	6534	935
gene-SAOUHSC_01273	4549	2973	3319	4629	6061	966
gene-SAOUHSC_01274	1504	973	1357	1390	2193	222
gene-SAOUHSC_01275	4820	3995	2672	28347	19831	11296
gene-SAOUHSC_01276	4393	4550	2994	12940	12243	3652
gene-SAOUHSC_01278	2512	2636	2036	63128	12998	7760
gene-SAOUHSC_01279	482	364	291	1685	1988	217
gene-SAOUHSC_01280	1985	1719	1360	2575	2237	277
gene-SAOUHSC_01281	1272	1106	783	1347	663	108
gene-SAOUHSC_01282	2032	1822	1054	3458	4073	970
gene-SAOUHSC_01283	2620	2269	2090	1912	2099	372
gene-SAOUHSC_01284	4524	3590	3376	2481	3046	353
gene-SAOUHSC_01285	2696	2618	1793	9121	8069	671
gene-SAOUHSC_01287	16059	13829	11408	48133	41472	6412
gene-SAOUHSC_01288	93	78	79	126	78	18
gene-SAOUHSC_01289	13	3	5	10	19	1
gene-SAOUHSC_01290	60	41	73	120	111	10
gene-SAOUHSC_01291	17	11	12	26	69	8
gene-SAOUHSC_01292	90	72	71	73	101	2
gene-SAOUHSC_01293	54	23	50	20	11	0
gene-SAOUHSC_01294	14	4	12	9	10	1
gene-SAOUHSC_01295	119	66	115	188	269	8
gene-SAOUHSC_01296	93	73	63	130	109	35
gene-SAOUHSC_01297	22	9	18	86	166	8
gene-SAOUHSC_01298	4	3	2	0	3	0
gene-SAOUHSC_01299	15	9	6	4	2	0
gene-SAOUHSC_01300	22	7	14	17	11	0
gene-SAOUHSC_01301	64	43	106	284	435	16
gene-SAOUHSC_01302	76	44	37	172	225	101
gene-SAOUHSC_01303	56	34	58	250	273	23
gene-SAOUHSC_01304	375	188	239	678	345	28
gene-SAOUHSC_01305	72	42	112	296	406	38
gene-SAOUHSC_01306	7	11	17	72	87	12
gene-SAOUHSC_01307	1782	1301	1324	993	916	252
gene-SAOUHSC_01309	52	33	49	236	453	47
gene-SAOUHSC_01310	1817	1275	1048	4916	6566	1095
gene-SAOUHSC_01311	114	61	90	108	191	13
gene-SAOUHSC_01312	171	82	153	186	346	6
gene-SAOUHSC_01313	1087	688	1056	749	1233	74
gene-SAOUHSC_01314	1875	1126	1595	925	1363	71
gene-SAOUHSC_01315	43	37	64	86	135	15
gene-SAOUHSC_01316	953	633	769	512	675	99
gene-SAOUHSC_01317	3963	3060	2464	5159	6018	316
gene-SAOUHSC_01318	2406	1511	1489	2639	2842	145
gene-SAOUHSC_01319	3644	2677	3324	13825	16674	1874
gene-SAOUHSC_01320	14679	12640	13272	46121	87009	12677
gene-SAOUHSC_01321	17048	12249	15154	41122	52704	6010
gene-SAOUHSC_01322	11199	8713	8726	33322	43481	3177
gene-SAOUHSC_01323	12293	8501	8857	29892	33143	3564
gene-SAOUHSC_01324	1417	1279	1003	2526	2468	159
gene-SAOUHSC_01325	2	0	4	1	9	0
gene-SAOUHSC_01326	6811	5667	5217	24544	34113	5429
gene-SAOUHSC_01327	29659	26397	17500	75929	92817	23850
gene-SAOUHSC_01328	25342	21416	15625	18789	30663	3407
gene-SAOUHSC_01329	10372	6112	6107	949	1094	44
gene-SAOUHSC_01330	4835	3966	4158	1658	1243	129
gene-SAOUHSC_01331	95	71	112	43	43	3
gene-SAOUHSC_01332	5801	4839	5117	4083	3900	290
gene-SAOUHSC_01333	35650	27555	28085	29185	30096	4766
gene-SAOUHSC_01334	19138	14137	14912	2079	2413	103
gene-SAOUHSC_01336	4796	2944	4164	1605	2191	182
gene-SAOUHSC_01337	94703	69697	69724	62045	66258	22954
gene-SAOUHSC_01338	6352	5199	5035	4252	5869	308
gene-SAOUHSC_01339	18	16	13	3	7	1
gene-SAOUHSC_01340	2559	2111	2017	1878	1822	86
gene-SAOUHSC_01341	2455	1699	2166	514	595	53
gene-SAOUHSC_01342	11396	6201	10199	2457	2770	457
gene-SAOUHSC_01343	1508	756	1270	326	262	52
gene-SAOUHSC_01344	9664	5884	7889	15645	20591	875
gene-SAOUHSC_01346	13187	10506	12206	8187	6756	1551
gene-SAOUHSC_01347	14448	12573	9078	18854	21662	4432
gene-SAOUHSC_01348	4754	3372	3998	3132	3342	254
gene-SAOUHSC_01349	1757	1413	1263	2967	3307	642
gene-SAOUHSC_01350	3546	2568	2354	9081	7348	1644
gene-SAOUHSC_01351	14075	11573	11587	9883	12061	3622
gene-SAOUHSC_01352	24887	19191	22292	15200	16943	2650
gene-SAOUHSC_01353	476	371	658	923	2431	65
gene-SAOUHSC_01354	11870	10045	9641	14199	13761	6722
gene-SAOUHSC_01356	1126	838	652	3793	4048	212
gene-SAOUHSC_01357	151	92	99	568	788	13
gene-SAOUHSC_01358	7587	5504	4125	14846	18974	895
gene-SAOUHSC_01359	10495	9021	7654	30804	38822	1375
gene-SAOUHSC_01360	4667	3429	3361	5694	8537	1045
gene-SAOUHSC_01361	12683	10035	12044	5559	5557	1293
gene-SAOUHSC_01362	1089	845	677	2831	3914	1111
gene-SAOUHSC_01363	37739	26712	27767	3008	1850	165
gene-SAOUHSC_01364	30434	19895	24260	6269	6628	753
gene-SAOUHSC_01365	73209	45432	60665	4921	4966	510
gene-SAOUHSC_01366	606	478	359	616	870	96
gene-SAOUHSC_01367	288	279	185	362	540	176
gene-SAOUHSC_01368	454	426	285	1012	1397	209
gene-SAOUHSC_01369	268	276	158	452	936	73
gene-SAOUHSC_01370	171	183	124	333	765	109
gene-SAOUHSC_01371	543	471	353	842	1553	497
gene-SAOUHSC_01372	999	696	634	1010	1838	498
gene-SAOUHSC_01373	7410	5575	3814	13693	13890	1214
gene-SAOUHSC_01374	11922	9098	6271	18552	19920	3008
gene-SAOUHSC_01375	1245	900	890	1547	2027	180
gene-SAOUHSC_01376	2411	1785	1592	2004	2839	380
gene-SAOUHSC_01377	2067	1457	1557	1288	1358	138
gene-SAOUHSC_01378	1215	842	970	636	877	126
gene-SAOUHSC_01379	1120	712	728	584	664	106
gene-SAOUHSC_01380	1115	828	774	846	1008	55
gene-SAOUHSC_01381	43	17	7	29	7	3
gene-SAOUHSC_01382	41	12	41	55	91	11
gene-SAOUHSC_01383	4363	2894	2261	2854	3099	482
gene-SAOUHSC_01384	937	560	662	448	447	26
gene-SAOUHSC_01385	551	377	353	268	327	41
gene-SAOUHSC_01386	465	331	353	256	202	66
gene-SAOUHSC_01387	314	196	247	111	109	23
gene-SAOUHSC_01388	34	14	21	11	5	2
gene-SAOUHSC_01389	257	151	222	74	81	20
gene-SAOUHSC_A01332	129	85	57	67	156	178
gene-SAOUHSC_01390	47	30	25	29	21	14
gene-SAOUHSC_01391	11363	8113	8825	6920	5979	1277
gene-SAOUHSC_01392	12007	9242	12034	8675	10920	1252
gene-SAOUHSC_01394	13387	9827	13274	112053	195349	30751
gene-SAOUHSC_01395	13230	9318	13954	77505	177899	17994
gene-SAOUHSC_01396	11015	7739	10996	48991	112852	10243
gene-SAOUHSC_01397	11204	8268	11168	41185	88836	6552
gene-SAOUHSC_01398	11663	8187	11356	37276	67432	16561
gene-SAOUHSC_01399	2429	1826	1927	23005	38730	3864
gene-SAOUHSC_01400	3143	2148	2562	20232	34162	2501
gene-SAOUHSC_01401	8208	5541	6820	25225	46060	3808
gene-SAOUHSC_01402	24	19	20	51	51	20
gene-SAOUHSC_01403	14539	12613	8417	39612	33924	9500
gene-SAOUHSC_01404	24	11	12	52	107	20
gene-SAOUHSC_01405	1602	886	645	2869	3591	349
gene-SAOUHSC_01406	1910	1495	882	2568	3773	368
gene-SAOUHSC_01407	5626	4121	2869	7796	8135	578
gene-SAOUHSC_01408	12161	9346	6048	14163	16194	1221
gene-SAOUHSC_01409	80	56	43	86	18	10
gene-SAOUHSC_01410	183	135	148	51	33	5
gene-SAOUHSC_01411	6909	4210	5373	2182	2166	224
gene-SAOUHSC_01412	4758	3853	2928	5001	5714	1293
gene-SAOUHSC_01413	2186	1862	1346	2594	3659	296
gene-SAOUHSC_01414	6020	3637	3956	3875	2108	233
gene-SAOUHSC_01415	12458	8823	7266	8336	6074	1703
gene-SAOUHSC_01416	42555	41059	28262	18131	23167	4107
gene-SAOUHSC_01418	63794	63684	40698	42034	47146	7122
gene-SAOUHSC_01419	11861	9516	8615	13886	16412	2023
gene-SAOUHSC_01420	5835	5029	3786	11774	12932	1676
gene-SAOUHSC_01421	37	18	51	78	101	5
gene-SAOUHSC_01422	2729	2230	589	390	544	53
gene-SAOUHSC_01423	2834	2632	2170	4619	5227	756
gene-SAOUHSC_01424	2915	3045	2348	5498	8940	948
gene-SAOUHSC_01425	1111	1240	841	1882	2433	867
gene-SAOUHSC_01427	3721	2736	2686	6204	7632	879
gene-SAOUHSC_01428	19	22	19	16	28	6
