# Program:featureCounts v1.4.6-p3; Command:"./subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379721" "SRR10379722" "SRR10379723" "SRR10379724" "SRR10379725" "SRR10379726" 
Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_02385	1901	1679	1421	3975	6426	741
gene-SAOUHSC_02386	268	251	253	651	1072	33
gene-SAOUHSC_02387	1145	1253	912	5221	8239	2681
gene-SAOUHSC_02388	2277	2722	2069	341	448	28
gene-SAOUHSC_02389	9234	9780	8320	1737	2006	193
gene-SAOUHSC_02390	6306	5092	4623	14530	20752	1027
gene-SAOUHSC_02391	5205	4182	2389	12768	6314	4070
gene-SAOUHSC_02392	671	726	731	399	694	42
gene-SAOUHSC_02393	413	327	384	1135	1730	131
gene-SAOUHSC_02394	8	3	10	26	27	12
gene-SAOUHSC_A02273	63	32	38	186	298	12
gene-SAOUHSC_02396	2863	2352	1775	3832	4988	790
gene-SAOUHSC_02397	1283	1281	1008	1673	2791	603
gene-SAOUHSC_02399	18155	12977	11956	9461	10017	1285
gene-SAOUHSC_02400	2421	2756	1878	5341	2440	593
gene-SAOUHSC_02401	2648	3466	1985	6743	8260	1492
gene-SAOUHSC_02402	809	1015	574	2837	3180	1847
gene-SAOUHSC_02403	1893	2391	1278	6595	7058	1197
gene-SAOUHSC_02404	6893	4550	4632	2191	2057	320
gene-SAOUHSC_02405	12332	8847	9914	7965	9009	1638
gene-SAOUHSC_02406	4591	3494	3828	3029	2729	225
gene-SAOUHSC_02407	3954	3140	3078	3253	3387	247
gene-SAOUHSC_02409	2231	2296	1139	6559	11497	1551
gene-SAOUHSC_02410	1549	1383	1333	822	652	28
gene-SAOUHSC_02411	118	92	119	26	12	9
gene-SAOUHSC_T00037	0	0	0	0	0	0
gene-SAOUHSC_02412	0	0	0	0	0	0
gene-SAOUHSC_T00017	0	0	0	0	0	0
gene-SAOUHSC_T00058	363	276	246	123	54	81
gene-SAOUHSC_T00061	405	598	402	83	68	28
gene-SAOUHSC_T00020	35	19	16	20	2	27
gene-SAOUHSC_T00010	127	95	107	81	24	52
gene-SAOUHSC_R00015	2	2	0	2	2	6
gene-SAOUHSC_R00010	1759	1839	735	1365	1040	2371
gene-SAOUHSC_T00029	3229	788	1499	533	579	429
gene-SAOUHSC_R0005	322	176	53	363	220	805
gene-SAOUHSC_02416	24	3	19	7	4	1
gene-SAOUHSC_02417	7442	5559	6641	5226	5945	1367
gene-SAOUHSC_02418	6523	5008	6096	4428	5666	710
gene-SAOUHSC_02419	1220	729	1295	1260	1562	50
gene-SAOUHSC_02420	4422	3153	4350	1765	1744	222
gene-SAOUHSC_02422	5845	4802	4801	3915	3442	391
gene-SAOUHSC_02423	16494	14449	14708	10372	9778	2003
gene-SAOUHSC_02424	5768	4814	4622	4023	4050	209
gene-SAOUHSC_02425	13813	15204	8017	20792	23133	1974
gene-SAOUHSC_02426	16361	9603	18322	1069	1849	396
gene-SAOUHSC_02427	3858	2627	2950	1030	1367	176
gene-SAOUHSC_02428	3383	2588	2654	961	1426	177
gene-SAOUHSC_02430	12477	7189	10026	3194	4248	205
gene-SAOUHSC_02432	26	21	27	12	27	1
gene-SAOUHSC_02433	1581	1256	1140	2073	1852	214
gene-SAOUHSC_02434	3442	3016	2582	4890	5406	1887
gene-SAOUHSC_02435	822	531	539	423	602	42
gene-SAOUHSC_02436	4883	3398	4613	2399	2948	269
gene-SAOUHSC_02437	360	346	358	112	113	9
gene-SAOUHSC_02438	132	101	104	44	44	9
gene-SAOUHSC_02440	108	60	68	46	21	1
gene-SAOUHSC_02441	95179	98075	60339	365834	516160	78175
gene-SAOUHSC_02442	14556	15553	10409	70742	86348	70833
gene-SAOUHSC_02443	37595	46286	24966	171686	244914	33932
gene-SAOUHSC_02444	8548	11112	6593	45571	51643	12641
gene-SAOUHSC_02445	1946	1379	1309	1559	1828	662
gene-SAOUHSC_02447	6269	4758	2902	5710	5875	1640
gene-SAOUHSC_02448	1491	1217	892	2202	2905	320
gene-SAOUHSC_02449	3183	2417	1795	673	649	164
gene-SAOUHSC_02450	2032	1863	1180	518	438	171
gene-SAOUHSC_02451	321	324	165	25	38	11
gene-SAOUHSC_02452	772	775	389	64	50	10
gene-SAOUHSC_02453	783	828	393	78	88	14
gene-SAOUHSC_02454	368	425	224	44	35	1
gene-SAOUHSC_02455	398	378	252	38	25	5
gene-SAOUHSC_02456	1789	1190	1063	2323	2889	302
gene-SAOUHSC_02457	1839	1289	1068	1402	1582	374
gene-SAOUHSC_A02331	234	123	164	243	633	21
gene-SAOUHSC_02458	115	74	100	202	377	37
gene-SAOUHSC_02459	36	11	34	85	196	4
gene-SAOUHSC_02460	2132	1465	1228	3006	3874	470
gene-SAOUHSC_02461	469	283	248	927	1091	48
gene-SAOUHSC_02462	35	21	35	15	33	1
gene-SAOUHSC_02463	1739	1128	1193	998	1294	173
gene-SAOUHSC_02464	1167	935	819	1181	1702	273
gene-SAOUHSC_02465	654	549	397	951	1019	101
gene-SAOUHSC_02466	5979	5936	2930	7754	6535	3003
gene-SAOUHSC_02467	1197	754	795	692	469	71
gene-SAOUHSC_02468	2015	1342	1405	1230	1180	290
gene-SAOUHSC_02469	89	53	43	113	182	19
gene-SAOUHSC_02470	130	113	91	573	898	124
gene-SAOUHSC_02471	1926	1463	1928	1352	2548	319
gene-SAOUHSC_02472	1865	1427	1629	2063	2517	243
gene-SAOUHSC_02473	0	0	0	0	0	0
gene-SAOUHSC_02474	2217	1718	1607	2065	3575	714
gene-SAOUHSC_02475	360	331	377	461	1043	50
gene-SAOUHSC_02476	280	192	232	424	649	75
gene-SAOUHSC_A02350	10	12	14	5	6	0
gene-SAOUHSC_02477	52802	48206	38572	32245	27708	15500
gene-SAOUHSC_02478	40793	44483	35568	20868	24550	2944
gene-SAOUHSC_02480	3022	2802	2249	3161	3809	501
gene-SAOUHSC_02481	1786	1579	1291	2107	2623	508
gene-SAOUHSC_02482	2495	2311	1855	3663	4455	563
gene-SAOUHSC_02483	1674	1547	1080	3105	4013	964
gene-SAOUHSC_02484	34628	28665	26204	19203	16536	5710
gene-SAOUHSC_02485	115328	99234	95564	68218	78781	23727
gene-SAOUHSC_02486	35815	32779	25630	22643	18534	8649
gene-SAOUHSC_02487	36284	32611	28462	22823	38350	11244
gene-SAOUHSC_02488	16082	14251	17083	10314	31126	3137
gene-SAOUHSC_02489	22209	19045	16575	13381	15848	1798
gene-SAOUHSC_02490	77844	69150	63486	52615	59683	20274
gene-SAOUHSC_02491	121284	105146	91707	87730	123099	23109
gene-SAOUHSC_02492	37402	32868	26098	29307	27003	24030
gene-SAOUHSC_02493	23863	20638	20692	15477	31149	3079
gene-SAOUHSC_02494	56855	50124	42512	39272	52576	31926
gene-SAOUHSC_02495	42174	36088	34967	28443	57445	7139
gene-SAOUHSC_02496	45254	39803	32132	29779	28528	5494
gene-SAOUHSC_02498	44737	33297	35127	27281	46822	6922
gene-SAOUHSC_02499	23843	18232	18002	13812	24194	2455
gene-SAOUHSC_02500	55509	44844	40570	32377	52318	10694
gene-SAOUHSC_02501	43789	37391	35911	25223	47263	9939
gene-SAOUHSC_02502	48252	38818	33065	25791	33664	12148
gene-SAOUHSC_02503	30635	26252	24251	18386	28746	2288
gene-SAOUHSC_02504	17018	13447	13506	9448	15656	1728
gene-SAOUHSC_02505	46502	40374	31890	25520	32859	15561
gene-SAOUHSC_02506	70771	60369	50582	38789	51525	16626
gene-SAOUHSC_02507	28867	25913	21342	16408	35983	9924
gene-SAOUHSC_02508	44390	36841	32116	23805	42408	9673
gene-SAOUHSC_02509	106821	90679	77683	77096	98125	70378
gene-SAOUHSC_02510	21326	17276	15349	14533	22083	4431
gene-SAOUHSC_02511	50535	44336	37133	32942	43199	22408
gene-SAOUHSC_02512	60922	51258	46574	37934	53806	24909
gene-SAOUHSC_02515	824	491	557	1135	2439	62
gene-SAOUHSC_02516	41075	24052	44946	7304	6667	1168
gene-SAOUHSC_02517	7238	5096	7168	4592	6049	1434
gene-SAOUHSC_02518	19	3	42	9	20	3
gene-SAOUHSC_02519	1535	989	1301	1921	2961	192
gene-SAOUHSC_02520	3589	2738	2520	4581	6935	1864
gene-SAOUHSC_02521	601	417	377	984	1798	272
gene-SAOUHSC_02522	2154	1373	1871	1256	1890	129
gene-SAOUHSC_02523	301	210	195	425	310	14
gene-SAOUHSC_02524	2963	1780	2763	1856	2368	244
gene-SAOUHSC_02525	10367	8087	8261	10554	15203	3068
gene-SAOUHSC_02527	6927	4898	5526	6665	8574	1847
gene-SAOUHSC_02528	302	216	249	505	666	61
gene-SAOUHSC_02529	1018	728	838	1898	2577	383
gene-SAOUHSC_02530	1808	1091	2349	173	189	4
gene-SAOUHSC_02531	6052	3228	6995	391	400	36
gene-SAOUHSC_02532	6649	3605	7103	656	751	38
gene-SAOUHSC_02533	324	171	255	160	136	94
gene-SAOUHSC_02534	213	137	139	128	126	146
gene-SAOUHSC_02535	65	43	38	44	39	2
gene-SAOUHSC_02536	4773	3320	2908	4573	5645	1180
gene-SAOUHSC_02537	1346	1053	806	1648	1570	553
gene-SAOUHSC_02538	459	354	242	355	259	149
gene-SAOUHSC_02540	1174	902	943	1050	2022	190
gene-SAOUHSC_02541	1144	839	898	858	1612	205
gene-SAOUHSC_02542	2653	1924	1898	1749	2379	827
gene-SAOUHSC_02543	2871	2282	2142	2916	3543	404
gene-SAOUHSC_02544	1028	799	694	746	931	305
gene-SAOUHSC_02545	1683	1280	1034	1561	1963	370
gene-SAOUHSC_02546	1881	1282	1363	1193	1440	452
gene-SAOUHSC_02547	1961	1286	1320	1664	1894	196
gene-SAOUHSC_02549	1402	963	977	1607	2408	230
gene-SAOUHSC_02550	3174	2140	1665	2552	1365	147
gene-SAOUHSC_02551	2079	1480	1333	849	803	120
gene-SAOUHSC_02552	667	548	522	433	588	104
gene-SAOUHSC_02553	639	516	449	520	842	107
gene-SAOUHSC_02554	7434	6122	5509	5664	9811	1297
gene-SAOUHSC_02555	606	396	386	249	383	115
gene-SAOUHSC_02556	769	562	586	455	880	272
gene-SAOUHSC_02557	1871	972	1381	273	250	34
gene-SAOUHSC_02558	359	201	239	39	26	8
gene-SAOUHSC_02559	642	424	499	51	42	7
gene-SAOUHSC_02561	3319	2158	2091	569	485	200
gene-SAOUHSC_02562	1136	656	734	254	266	36
gene-SAOUHSC_02563	1464	849	1053	289	339	33
gene-SAOUHSC_02564	2041	1302	1430	494	581	51
gene-SAOUHSC_02565	3378	1828	2423	641	674	54
gene-SAOUHSC_02566	34614	15532	30963	16909	18253	2460
gene-SAOUHSC_02567	28	17	21	61	45	4
gene-SAOUHSC_02568	2938	1967	2451	2626	4869	540
gene-SAOUHSC_02569	1466	955	1508	2380	3711	683
gene-SAOUHSC_02570	3166	2309	2634	7728	9860	1232
gene-SAOUHSC_02571	17046	20025	21039	13712	13556	4035
gene-SAOUHSC_02572	20253	16579	13688	49059	63957	9420
gene-SAOUHSC_02573	2245	2126	1723	12811	19875	6314
gene-SAOUHSC_02574	2233	1764	1665	12186	14707	2973
gene-SAOUHSC_02575	425	282	301	1493	1277	89
gene-SAOUHSC_02576	1098	1154	1215	1276	1498	352
gene-SAOUHSC_A02445	76	43	63	48	34	7
gene-SAOUHSC_02577	5817	4513	3581	10459	14874	3216
gene-SAOUHSC_02579	4147	3077	3665	2598	2927	627
gene-SAOUHSC_02580	3963	3031	3215	4618	5610	978
gene-SAOUHSC_A02450	137	75	170	372	624	12
gene-SAOUHSC_02581	9220	6983	6503	13069	16302	2704
gene-SAOUHSC_02582	41328	36188	29872	64454	74823	19621
gene-SAOUHSC_02583	14024	11530	12059	6157	9178	2558
gene-SAOUHSC_02584	2251	2862	1492	2660	3421	400
gene-SAOUHSC_02585	4008	3088	3085	3434	6120	435
gene-SAOUHSC_02586	274	170	219	99	155	17
gene-SAOUHSC_02587	312	151	169	600	537	28
gene-SAOUHSC_02588	44	9	24	39	68	11
gene-SAOUHSC_02589	14793	10783	10949	7832	8737	665
gene-SAOUHSC_02590	8411	7852	7593	15904	20156	4785
gene-SAOUHSC_02591	839	509	521	1530	2369	109
gene-SAOUHSC_02592	563	443	370	1052	1531	210
gene-SAOUHSC_02593	280	256	187	907	1167	67
gene-SAOUHSC_02594	763	587	480	2506	5094	488
gene-SAOUHSC_02595	403	243	302	2823	4818	252
gene-SAOUHSC_02596	264	206	228	466	586	20
gene-SAOUHSC_02597	2175	1813	1310	3673	4771	727
gene-SAOUHSC_02599	307	194	192	760	808	53
gene-SAOUHSC_02600	2082	1573	1344	3320	6031	1070
gene-SAOUHSC_02601	1023	795	740	2492	3037	1099
gene-SAOUHSC_02602	352	265	178	1638	2749	1638
gene-SAOUHSC_02603	230	126	169	684	1019	92
gene-SAOUHSC_02604	5854	4998	3704	19960	25234	13444
gene-SAOUHSC_02605	1201	836	803	1737	2890	796
gene-SAOUHSC_02606	3205	2150	2047	916	1166	276
gene-SAOUHSC_02607	2841	2105	1967	569	799	307
gene-SAOUHSC_02608	856	605	580	539	632	28
gene-SAOUHSC_02609	202	127	190	119	117	11
gene-SAOUHSC_02610	6036	5941	3791	14074	16362	9435
gene-SAOUHSC_02611	2913	1852	2175	4411	5122	500
gene-SAOUHSC_02612	1276	951	729	2527	2735	494
gene-SAOUHSC_02613	1138	807	606	2440	2323	193
gene-SAOUHSC_A02483	192	139	165	242	216	25
gene-SAOUHSC_02614	2420	1999	1648	3156	4500	602
gene-SAOUHSC_02615	970	852	727	1645	3036	605
gene-SAOUHSC_02616	13	5	11	13	7	0
gene-SAOUHSC_02618	1827	1157	1334	873	1124	71
gene-SAOUHSC_02619	534	355	378	228	247	9
gene-SAOUHSC_02620	4959	3410	5141	582	795	76
gene-SAOUHSC_02621	608	413	359	435	418	261
gene-SAOUHSC_02622	1363	1081	1129	838	660	131
gene-SAOUHSC_02623	5773	4366	4475	4865	5904	1397
gene-SAOUHSC_02624	1840	1402	1480	2172	2314	137
gene-SAOUHSC_02625	1032	715	624	1550	2278	114
gene-SAOUHSC_02626	1215	945	785	2246	3593	534
gene-SAOUHSC_02627	2273	1549	1391	3760	4167	1199
gene-SAOUHSC_02628	2819	2017	2066	3107	3070	366
gene-SAOUHSC_02629	14867	23211	14481	23609	32834	6821
gene-SAOUHSC_02630	5561	8449	4901	8305	13470	1825
gene-SAOUHSC_02631	485	230	280	1102	1075	74
gene-SAOUHSC_02632	189	134	137	377	770	135
gene-SAOUHSC_02633	471	464	361	1021	1439	160
gene-SAOUHSC_02634	17	14	20	10	12	3
gene-SAOUHSC_02635	5850	3943	4813	2976	4337	249
gene-SAOUHSC_A02503	50	15	44	53	47	5
gene-SAOUHSC_02636	7125	4873	5128	4968	4895	1019
gene-SAOUHSC_02637	4731	3246	4268	4175	5364	596
gene-SAOUHSC_02638	11971	9846	9689	7979	12328	1484
gene-SAOUHSC_A02505	82	71	49	60	81	81
gene-SAOUHSC_02639	54	46	56	90	108	8
gene-SAOUHSC_02640	857	548	535	218	266	21
gene-SAOUHSC_02641	603	412	450	165	150	12
gene-SAOUHSC_02643	790	590	672	714	871	131
gene-SAOUHSC_02644	3777	2631	3102	2046	2117	199
gene-SAOUHSC_02645	1408	3349	961	27529	7332	214
gene-SAOUHSC_02646	2218	5042	1340	28309	6731	579
gene-SAOUHSC_02647	8112	6262	5062	6569	6215	1950
gene-SAOUHSC_02648	11946	8799	10108	28016	31660	5683
gene-SAOUHSC_02649	5176	4131	3833	4436	4840	473
gene-SAOUHSC_02650	8216	7798	5502	22514	39469	4010
gene-SAOUHSC_02651	437	289	303	911	1291	212
gene-SAOUHSC_02652	1439	1042	814	1799	3066	899
gene-SAOUHSC_02653	264	182	118	257	405	210
gene-SAOUHSC_02654	848	527	388	707	1049	151
gene-SAOUHSC_02655	8	2	3	2	0	0
gene-SAOUHSC_02656	1859	1258	1288	1854	2567	838
gene-SAOUHSC_02657	47	23	27	18	21	1
gene-SAOUHSC_02658	1452	1109	1045	1155	2189	181
gene-SAOUHSC_02659	18568	12913	15541	3095	4258	144
gene-SAOUHSC_02660	26265	17597	22961	4343	4757	245
gene-SAOUHSC_02661	7702	6947	4929	628	351	58
gene-SAOUHSC_02662	800	890	540	53	72	18
gene-SAOUHSC_02663	1707	1447	1364	3133	3366	283
gene-SAOUHSC_02664	4961	3448	4301	3945	5108	309
gene-SAOUHSC_02665	6663	6079	4489	15105	15149	1849
gene-SAOUHSC_02666	870	623	633	2090	2586	153
gene-SAOUHSC_02667	19724	15537	16911	16579	23463	3946
gene-SAOUHSC_02668	306	201	197	1177	1376	50
gene-SAOUHSC_02669	5022	3564	3590	7323	9790	494
gene-SAOUHSC_02670	5064	3604	4316	3413	4391	211
gene-SAOUHSC_02671	1329	1153	1039	1421	5864	428
gene-SAOUHSC_02672	357	225	275	176	224	16
gene-SAOUHSC_02673	117	74	75	49	60	14
gene-SAOUHSC_02674	604	376	527	306	497	31
gene-SAOUHSC_02675	2229	1453	1581	1445	2064	226
gene-SAOUHSC_02676	3936	3068	3093	3473	5174	761
gene-SAOUHSC_02677	1696	1299	1328	1967	2824	281
gene-SAOUHSC_02678	813	639	573	1135	1546	104
gene-SAOUHSC_02679	212	122	122	423	657	46
gene-SAOUHSC_02680	807	529	474	1618	2209	536
gene-SAOUHSC_02681	1447	872	740	2219	2983	595
gene-SAOUHSC_02682	1460	1027	974	1573	3085	587
gene-SAOUHSC_02683	220	166	166	304	619	204
gene-SAOUHSC_02684	1451	1048	1014	1363	2524	446
gene-SAOUHSC_02685	399	189	251	142	295	46
gene-SAOUHSC_02686	615	408	394	633	1187	155
gene-SAOUHSC_02687	1347	1079	936	3749	4808	475
gene-SAOUHSC_02688	12	10	18	56	147	17
gene-SAOUHSC_02689	175	121	129	488	530	38
gene-SAOUHSC_02690	21320	12910	13476	2487	4252	485
gene-SAOUHSC_02691	6689	5260	4838	1985	2164	290
gene-SAOUHSC_02692	3455	2722	2436	1029	1725	72
gene-SAOUHSC_02693	64	37	35	46	22	2
gene-SAOUHSC_02694	2458	1857	1993	2742	4380	211
gene-SAOUHSC_02695	727	623	627	1135	1243	134
gene-SAOUHSC_02696	3046	2054	2574	566	600	47
gene-SAOUHSC_02697	45315	30935	36823	9127	14849	4568
gene-SAOUHSC_02698	22632	15344	18364	5795	9289	2888
gene-SAOUHSC_02699	18503	11297	15396	4606	8506	1518
gene-SAOUHSC_02700	4945	4743	4308	6336	12428	971
gene-SAOUHSC_02701	113	83	90	112	188	3
gene-SAOUHSC_02702	4688	1837	1225	166	220	13
gene-SAOUHSC_02703	8126	5814	4770	14563	20205	2137
gene-SAOUHSC_02704	3094	2111	2594	2201	2504	238
gene-SAOUHSC_02705	22	15	31	39	74	4
gene-SAOUHSC_02706	23881	22080	15097	28925	43453	2567
gene-SAOUHSC_02707	179	99	127	160	92	13
gene-SAOUHSC_02708	5967	3916	2201	12929	21429	1062
gene-SAOUHSC_02709	12519	8518	5313	15173	21971	1011
gene-SAOUHSC_02710	14448	10310	5789	12012	15685	1047
gene-SAOUHSC_02711	299	193	200	183	234	9
gene-SAOUHSC_02712	620	430	423	406	620	60
gene-SAOUHSC_02713	630	414	448	393	497	43
gene-SAOUHSC_02714	494	331	322	217	307	48
gene-SAOUHSC_02715	488	270	280	124	96	14
gene-SAOUHSC_02716	166	111	95	37	28	4
gene-SAOUHSC_A02577	13	8	16	5	5	0
gene-SAOUHSC_02717	7	4	4	4	1	1
gene-SAOUHSC_02718	865	398	574	261	441	33
gene-SAOUHSC_02719	447	265	338	178	194	42
gene-SAOUHSC_02720	0	1	6	5	1	1
gene-SAOUHSC_02721	6532	4540	3241	4560	1791	730
gene-SAOUHSC_02722	954	650	801	1035	843	90
gene-SAOUHSC_02723	20910	19211	20622	5171	4658	1863
gene-SAOUHSC_02724	40949	38310	45296	8342	10107	933
gene-SAOUHSC_02725	4276	3658	2899	11959	13240	2630
gene-SAOUHSC_02726	269	266	219	441	771	243
gene-SAOUHSC_02727	2431	1778	943	4571	6205	1604
gene-SAOUHSC_02728	898	607	518	604	1124	93
gene-SAOUHSC_02729	2196	2492	1610	5277	7737	1148
gene-SAOUHSC_02731	6300	4071	5083	8608	13546	836
gene-SAOUHSC_02732	2	2	4	7	6	0
gene-SAOUHSC_02733	8712	6495	5027	16504	25243	3401
gene-SAOUHSC_02734	2	5	4	1	0	0
gene-SAOUHSC_02736	3854	2506	2823	3598	3998	313
gene-SAOUHSC_02737	2089	1740	1107	1418	1695	346
gene-SAOUHSC_02738	118	69	52	128	225	11
gene-SAOUHSC_02739	807	603	482	1861	2959	1110
gene-SAOUHSC_02740	1924	1462	1095	8724	9872	1336
gene-SAOUHSC_02741	2228	1385	1393	841	1131	276
gene-SAOUHSC_02742	2113	1372	1532	871	1209	179
gene-SAOUHSC_02743	755	443	495	346	583	109
gene-SAOUHSC_02744	1259	767	808	696	1517	430
gene-SAOUHSC_02745	27	24	14	5	8	1
gene-SAOUHSC_02746	84	52	57	21	17	5
gene-SAOUHSC_02747	3179	2051	2410	1570	1900	106
gene-SAOUHSC_02750	8197	5912	6605	3223	4423	752
gene-SAOUHSC_02751	5241	4966	3599	15469	18567	5617
gene-SAOUHSC_02752	7826	5720	6359	3108	3039	741
gene-SAOUHSC_02753	2488	2226	1686	3602	3925	948
gene-SAOUHSC_02754	1004	1027	750	1540	1443	731
gene-SAOUHSC_02755	6486	5117	4911	6835	7237	3262
gene-SAOUHSC_02756	6038	3666	5897	4086	3120	198
gene-SAOUHSC_02757	7091	5037	5939	5392	6400	97
gene-SAOUHSC_02758	199	113	134	81	98	7
gene-SAOUHSC_02759	2722	1843	1900	3625	5229	296
gene-SAOUHSC_02760	1800	1247	1079	2038	3145	740
gene-SAOUHSC_02761	607	400	478	857	1048	107
gene-SAOUHSC_02762	4938	3113	2938	886	1200	273
gene-SAOUHSC_02763	1722	1147	1193	190	303	117
gene-SAOUHSC_02764	1265	1006	750	161	276	63
gene-SAOUHSC_02765	767	676	521	119	143	25
gene-SAOUHSC_02766	2788	1564	1733	541	984	133
gene-SAOUHSC_02767	8641	5707	5559	1407	3002	288
gene-SAOUHSC_02768	2813	1971	1586	173	307	34
gene-SAOUHSC_02769	2851	1951	1504	189	391	38
gene-SAOUHSC_02770	3103	2080	1539	219	398	77
gene-SAOUHSC_02771	408	320	400	1524	1785	360
gene-SAOUHSC_02772	2750	3125	1885	7915	14058	7804
gene-SAOUHSC_02773	3027	2610	2033	10891	17613	2051
gene-SAOUHSC_02774	2858	3160	2291	11378	14890	1032
gene-SAOUHSC_02775	469	291	322	570	871	76
gene-SAOUHSC_02776	129	84	88	309	556	37
gene-SAOUHSC_A02635	21	14	11	30	100	3
gene-SAOUHSC_02777	260	133	126	874	1580	186
gene-SAOUHSC_02778	605	482	336	1940	4133	739
gene-SAOUHSC_02779	913	1095	588	3528	6098	722
gene-SAOUHSC_02780	749	490	462	2345	3389	3401
gene-SAOUHSC_02781	2745	1869	1209	9073	8349	474
gene-SAOUHSC_02782	196	149	140	148	216	13
gene-SAOUHSC_02783	503	354	392	529	786	142
gene-SAOUHSC_02784	169	98	113	140	238	28
gene-SAOUHSC_02785	144	89	103	170	210	12
gene-SAOUHSC_02786	62	41	32	75	85	4
gene-SAOUHSC_02787	536	378	374	615	925	196
gene-SAOUHSC_02788	481	283	367	596	1001	94
gene-SAOUHSC_02789	288	200	178	415	545	96
gene-SAOUHSC_02790	2555	1307	2011	2035	2471	225
gene-SAOUHSC_02791	170	109	133	259	445	39
gene-SAOUHSC_02793	1777	1058	1128	1368	1765	227
gene-SAOUHSC_02794	286	148	145	428	733	29
gene-SAOUHSC_02795	91	66	47	132	136	11
gene-SAOUHSC_02796	18	11	24	49	68	6
gene-SAOUHSC_02797	651	382	452	546	808	64
gene-SAOUHSC_02798	4684	3128	3748	2296	3653	1552
gene-SAOUHSC_02799	21	8	20	18	7	0
gene-SAOUHSC_02800	20	13	22	24	18	1
gene-SAOUHSC_02801	1585	994	1134	1463	2020	555
gene-SAOUHSC_02802	14815	26889	17019	17261	9177	2098
gene-SAOUHSC_02803	11078	16876	11533	18374	16814	4593
gene-SAOUHSC_02804	14	13	5	15	20	0
gene-SAOUHSC_02805	13	6	9	2	1	0
gene-SAOUHSC_02806	5634	6766	4327	2092	4024	1078
gene-SAOUHSC_02808	3335	3885	2471	2254	4090	1593
gene-SAOUHSC_02809	1688	1565	1097	2713	3811	2093
gene-SAOUHSC_02810	3666	2922	2432	3488	6280	1141
gene-SAOUHSC_02811	1008	793	737	1901	3626	213
gene-SAOUHSC_02812	13141	11104	8919	34513	47006	14656
gene-SAOUHSC_02813	4037	3189	3552	2890	2126	131
gene-SAOUHSC_02814	6845	5330	5651	4459	2329	194
gene-SAOUHSC_02815	9758	10568	7803	23335	24984	4790
gene-SAOUHSC_02816	690	503	425	1535	2620	80
gene-SAOUHSC_02817	1	0	0	0	0	0
gene-SAOUHSC_02818	913	539	535	605	915	100
gene-SAOUHSC_02819	170	125	137	84	185	15
gene-SAOUHSC_02820	592	329	448	1075	1785	413
gene-SAOUHSC_02821	508	317	382	947	1590	154
gene-SAOUHSC_02822	4011	3160	1832	6890	9635	1304
gene-SAOUHSC_A02680	492	407	260	505	984	91
gene-SAOUHSC_02823	1439	1144	945	3381	4500	312
gene-SAOUHSC_02824	674	431	395	421	576	349
gene-SAOUHSC_02825	392	296	294	263	414	188
gene-SAOUHSC_02826	1418	990	810	809	1136	61
gene-SAOUHSC_02827	892	650	505	1813	1454	295
gene-SAOUHSC_02828	6364	4945	5598	1261	1841	396
gene-SAOUHSC_02829	2854	2373	1836	1112	837	112
gene-SAOUHSC_02830	17409	8997	15177	2065	834	85
gene-SAOUHSC_02831	819	584	645	377	405	62
gene-SAOUHSC_02832	104	33	138	48	79	6
gene-SAOUHSC_02833	585	293	490	220	319	17
gene-SAOUHSC_02834	3181	1962	2181	3933	6124	361
gene-SAOUHSC_02836	1004	706	689	1652	2010	301
gene-SAOUHSC_02837	296	203	235	1072	2073	124
gene-SAOUHSC_02838	95	47	61	40	30	5
gene-SAOUHSC_02839	5704	5238	4314	1523	2077	758
gene-SAOUHSC_02840	2565	2429	2087	646	771	104
gene-SAOUHSC_02841	4899	4459	3563	1522	1641	191
gene-SAOUHSC_02842	276	155	183	208	121	19
gene-SAOUHSC_02843	589	438	426	1978	3656	242
gene-SAOUHSC_02844	3599	3080	1642	6302	11175	2914
gene-SAOUHSC_02845	823	637	318	1291	1733	304
gene-SAOUHSC_02846	1059	747	426	1803	2741	302
gene-SAOUHSC_02848	14417	8025	9141	61897	61727	13932
gene-SAOUHSC_02849	17900	24862	11843	65656	110551	27882
gene-SAOUHSC_02850	4235	6260	3106	14922	32484	13631
gene-SAOUHSC_02851	159	90	69	59	55	3
gene-SAOUHSC_02852	1251	790	755	1437	1492	357
gene-SAOUHSC_02853	40857	32250	20097	58640	26977	5695
gene-SAOUHSC_02855	857	845	853	620	482	56
gene-SAOUHSC_02856	180	127	196	1613	2601	132
gene-SAOUHSC_02857	52	45	68	747	822	185
gene-SAOUHSC_02858	166	169	158	1994	2519	394
gene-SAOUHSC_02859	3492	2917	2311	3334	4471	1649
gene-SAOUHSC_02860	11520	11333	7163	19366	17890	3815
gene-SAOUHSC_02861	1774	1531	1084	2218	2954	1487
gene-SAOUHSC_02862	7920	8990	4756	24929	39308	15225
gene-SAOUHSC_02863	312	219	230	104	153	19
gene-SAOUHSC_02864	2222	1546	1431	874	1186	218
gene-SAOUHSC_02865	236	169	148	144	226	10
gene-SAOUHSC_02866	2782	1934	1823	2677	4330	561
